17.241379,12.30
17.227122,12.66
17.212889,13.02
17.198679,13.32
17.184493,13.52
17.170035,13.59
17.155896,13.51
17.141780,13.31
17.127687,13.03
17.113324,12.71
17.099278,12.42
17.085255,12.22
17.071255,12.13
17.057278,12.16
17.043034,12.29
17.029103,12.49
17.015195,12.73
17.001309,12.96
16.987446,13.17
16.973318,13.34
16.959501,13.50
16.945706,13.62
16.931934,13.71
16.918184,13.75
16.904170,13.74
16.890465,13.65
16.876783,13.49
16.863122,13.28
16.849200,13.05
16.835584,12.82
16.821990,12.64
16.808418,12.51
16.794867,12.45
16.781058,12.43
16.767551,12.46
16.754067,12.49
16.740604,12.54
16.727163,12.59
16.713464,12.65
16.700067,12.75
16.686691,12.87
16.673336,13.01
16.659725,13.14
16.646414,13.23
16.633123,13.24
16.619854,13.17
16.606606,13.03
16.593104,12.83
16.579899,12.64
16.566714,12.50
16.553551,12.43
16.540408,12.45
16.527013,12.55
16.513913,12.69
16.500833,12.84
16.487774,12.99
16.474736,13.10
16.461447,13.20
16.448451,13.28
16.435474,13.35
16.422519,13.40
16.409314,13.40
16.396399,13.35
16.383505,13.22
16.370631,13.02
16.357777,12.76
16.344677,12.50
16.331863,12.27
16.319070,12.13
16.306297,12.11
16.293544,12.20
16.280546,12.38
16.267834,12.62
16.255141,12.89
16.242468,13.12
16.229551,13.31
16.216917,13.41
16.204304,13.42
16.191710,13.35
16.179135,13.22
16.166319,13.04
16.153784,12.85
16.141268,12.69
16.128772,12.56
16.116295,12.48
16.103578,12.45
16.091140,12.43
16.078721,12.41
16.066322,12.38
16.053684,12.32
16.041322,12.27
16.028980,12.23
16.016657,12.24
16.004353,12.32
15.991812,12.44
15.979546,12.60
15.967299,12.76
15.955071,12.89
15.942861,12.97
15.930416,13.01
15.918244,13.03
15.906090,13.04
15.893956,13.06
15.881839,13.07
15.869489,13.08
15.857410,13.07
15.845349,13.03
15.833307,12.97
15.821032,12.91
15.809027,12.86
15.797040,12.86
15.785070,12.91
15.773119,13.00
15.760938,13.12
15.749024,13.24
15.737127,13.32
15.725248,13.37
15.713388,13.37
15.701298,13.33
15.689474,13.28
15.677667,13.23
15.665878,13.20
15.653862,13.19
15.642109,13.20
15.630373,13.22
15.618655,13.25
15.606954,13.27
15.595028,13.28
15.583363,13.28
15.571716,13.26
15.560085,13.24
15.548472,13.24
15.536635,13.28
15.525057,13.37
15.513497,13.49
15.501953,13.64
15.490427,13.76
15.478678,13.84
15.467186,13.84
15.455712,13.76
15.444254,13.61
15.432575,13.42
15.421152,13.25
15.409745,13.12
15.398355,13.07
15.386983,13.10
15.375390,13.19
15.364051,13.32
15.352729,13.47
15.341423,13.62
15.330134,13.75
15.318627,13.88
15.307372,13.99
15.296133,14.09
15.284911,14.18
15.273472,14.25
15.262282,14.32
