17.241379,6.09
17.227122,6.13
17.212889,6.28
17.198679,6.51
17.184493,6.79
17.170035,7.07
17.155896,7.29
17.141780,7.43
17.127687,7.48
17.113324,7.45
17.099278,7.38
17.085255,7.29
17.071255,7.23
17.057278,7.24
17.043034,7.32
17.029103,7.49
17.015195,7.71
17.001309,7.98
16.987446,8.24
16.973318,8.46
16.959501,8.60
16.945706,8.65
16.931934,8.57
16.918184,8.38
16.904170,8.07
16.890465,7.69
16.876783,7.28
16.863122,6.88
16.849200,6.55
16.835584,6.30
16.821990,6.16
16.808418,6.13
16.794867,6.18
16.781058,6.30
16.767551,6.46
16.754067,6.64
16.740604,6.82
16.727163,6.99
16.713464,7.17
16.700067,7.34
16.686691,7.49
16.673336,7.60
16.659725,7.65
16.646414,7.63
16.633123,7.53
16.619854,7.39
16.606606,7.23
16.593104,7.11
16.579899,7.06
16.566714,7.07
16.553551,7.14
16.540408,7.23
16.527013,7.31
16.513913,7.33
16.500833,7.31
16.487774,7.23
16.474736,7.14
16.461447,7.06
16.448451,7.01
16.435474,6.99
16.422519,7.01
16.409314,7.03
16.396399,7.02
16.383505,6.97
16.370631,6.86
16.357777,6.71
16.344677,6.51
16.331863,6.32
16.319070,6.16
16.306297,6.07
16.293544,6.08
16.280546,6.21
16.267834,6.44
16.255141,6.77
16.242468,7.14
16.229551,7.51
16.216917,7.80
16.204304,7.99
16.191710,8.03
16.179135,7.95
16.166319,7.77
16.153784,7.54
16.141268,7.29
16.128772,7.05
16.116295,6.85
16.103578,6.69
16.091140,6.55
16.078721,6.44
16.066322,6.34
16.053684,6.26
16.041322,6.23
16.028980,6.28
16.016657,6.41
16.004353,6.65
15.991812,6.96
15.979546,7.31
15.967299,7.63
15.955071,7.86
15.942861,7.98
15.930416,7.98
15.918244,7.87
15.906090,7.70
15.893956,7.52
15.881839,7.36
15.869489,7.25
15.857410,7.20
15.845349,7.19
15.833307,7.20
15.821032,7.20
15.809027,7.19
15.797040,7.17
15.785070,7.16
15.773119,7.16
15.760938,7.18
15.749024,7.23
15.737127,7.29
15.725248,7.35
15.713388,7.41
15.701298,7.45
15.689474,7.48
15.677667,7.50
15.665878,7.50
15.653862,7.50
15.642109,7.47
15.630373,7.43
15.618655,7.37
15.606954,7.29
15.595028,7.20
15.583363,7.14
15.571716,7.10
15.560085,7.11
15.548472,7.16
15.536635,7.25
15.525057,7.38
15.513497,7.52
15.501953,7.65
15.490427,7.77
15.478678,7.85
15.467186,7.89
15.455712,7.88
15.444254,7.82
15.432575,7.71
15.421152,7.56
15.409745,7.40
15.398355,7.25
15.386983,7.13
15.375390,7.08
15.364051,7.10
15.352729,7.20
15.341423,7.36
15.330134,7.55
15.318627,7.74
15.307372,7.90
15.296133,7.99
15.284911,8.02
15.273472,7.99
15.262282,7.91
15.251110,7.83
15.239953,7.76
15.228813,7.74
15.217457,7.77
15.206350,7.84
15.195259,7.95
15.184184,8.07
15.173125,8.17
15.161853,8.24
15.150826,8.25
15.139816,8.21
15.128822,8.12
15.117615,7.98
15.106653,7.82
15.095707,7.67
15.084776,7.53
15.073862,7.43
15.062736,7.39
15.051854,7.40
15.040987,7.47
15.030135,7.58
15.019300,7.72
15.008255,7.88
14.997450,8.06
14.986662,8.24
14.975889,8.39
14.965131,8.45
14.954165,8.42
14.943439,8.29
14.932728,8.13
14.922032,7.97
14.911130,7.81
14.900465,7.68
14.889815,7.57
14.879181,7.49
14.868562,7.46
14.857737,7.46
14.847149,7.51
14.836575,7.59
14.826017,7.68
14.815473,7.78
14.804726,7.88
14.794213,7.96
14.783714,8.02
14.773231,8.07
14.762544,8.08
14.752091,8.05
14.741653,8.00
14.731229,7.91
14.720820,7.81
14.710209,7.72
14.699829,7.65
14.689465,7.63
14.679115,7.65
14.668779,7.70
14.658243,7.77
14.647937,7.83
14.637645,7.87
14.627368,7.88
14.617105,7.87
14.606643,7.83
14.596409,7.79
14.586190,7.76
14.575985,7.74
14.565582,7.73
14.555405,7.73
14.545243,7.72
14.535095,7.70
14.524961,7.67
14.514631,7.62
14.504525,7.57
14.494434,7.52
14.484357,7.49
14.474294,7.49
14.464035,7.51
14.454000,7.57
14.443979,7.66
14.433972,7.75
14.423770,7.83
14.413791,7.89
14.403826,7.91
14.393874,7.89
14.383936,7.83
14.373805,7.75
14.363895,7.66
14.353998,7.56
14.344115,7.46
14.334246,7.38
14.324185,7.30
14.314343,7.24
14.304515,7.19
14.294700,7.16
14.284898,7.16
14.274906,7.18
14.265132,7.21
14.255371,7.26
14.245623,7.30
14.235686,7.33
14.225965,7.34
14.216258,7.33
14.206563,7.31
14.196882,7.29
14.187013,7.27
14.177359,7.26
14.167717,7.25
14.158089,7.25
14.148474,7.26
14.138672,7.26
14.129083,7.27
14.119508,7.27
14.109945,7.26
14.100196,7.24
14.090659,7.22
14.081136,7.18
14.071625,7.15
14.062126,7.12
14.052444,7.11
14.042971,7.11
14.033512,7.15
14.024065,7.21
14.014631,7.29
14.005014,7.37
13.995605,7.45
13.986210,7.52
13.976826,7.58
13.967261,7.61
13.957903,7.63
13.948558,7.65
13.939225,7.67
13.929905,7.69
13.920403,7.71
13.911108,7.75
13.901825,7.78
13.892555,7.82
13.883297,7.84
13.873859,7.86
13.864626,7.86
13.855405,7.84
13.846196,7.80
13.837000,7.74
13.827625,7.68
13.818453,7.61
13.809294,7.55
13.800146,7.50
13.790821,7.47
13.781698,7.45
13.772587,7.44
13.763488,7.44
13.754401,7.45
13.745138,7.46
13.736075,7.47
13.727024,7.50
13.717986,7.53
13.708959,7.56
13.699756,7.58
13.690753,7.60
13.681762,7.60
13.672783,7.58
13.663629,7.56
13.654673,7.53
13.645730,7.51
13.636798,7.49
13.627877,7.48
13.618783,7.46
13.609886,7.45
13.601001,7.43
13.592127,7.41
13.583265,7.40
13.574231,7.38
13.565392,7.38
13.556565,7.40
13.547749,7.43
13.538945,7.47
13.529969,7.52
13.521188,7.57
13.512418,7.62
13.503659,7.65
13.494730,7.67
13.485995,7.66
13.477271,7.64
13.468558,7.60
13.459856,7.55
13.450985,7.51
13.442306,7.47
13.433638,7.46
13.424981,7.46
13.416336,7.48
13.407522,7.51
13.398899,7.52
13.390287,7.53
13.381686,7.53
13.372917,7.52
13.364339,7.52
13.355771,7.53
13.347214,7.55
13.338669,7.59
13.329956,7.62
13.321433,7.64
13.312920,7.64
13.304418,7.60
13.295927,7.53
13.287271,7.45
13.278802,7.36
13.270343,7.28
13.261896,7.23
13.253284,7.22
13.244858,7.23
13.236443,7.29
13.228038,7.36
13.219644,7.43
13.211087,7.51
13.202714,7.56
13.194353,7.60
13.186002,7.62
13.177661,7.62
13.169158,7.62
13.160839,7.63
13.152530,7.64
13.144232,7.67
13.135944,7.70
